"","geoid2","date","month","day","year","elapsed","date_rep","cases","deaths","country","population_2019","continent","Cumulative_number_for_14_days_of_COVID.19_cases_per_100000","cases_cum","deaths_cum","deaths_cum_log","deaths_cum_l7","deaths_cum_g7","region","gov_effect","trade","ineq","gdp_pc","pop_tot","older_m","older_f","air_travel","fdi","pop_density","urban","migration_share","oil","soc_insur_cov","soc_contrib","soc_safety","pop_below14_2018","polity","gini","elf_epr","rq_polarization","count_powerless","share_powerless","media_critical","journal_harass","health_equality","property_rights","transparent_law","bureaucracy_corrupt","polar_rile","trust_people","trust_gov","electoral_pop","federal_ind","checks_veto","polariz_veto","dist_senate","dist_presid","dist_parlm","dist_anyelec","elect_pressure","pos_gov_lr","woman_leader","infections_mers","infections_sars","infections_ebola","infection","med_age_2013","vdem_libdem","al_etfra","al_religfra","fe_etfra","vdem_mecorrpt","share_health_ins","pandemic_prep","pop_den_2018","life_exp_2017","resp_disease_prev","detect_index","doctors_pc","hosp_beds_pc","literacy_rate","healthcare_qual","acc_sanitation","health_exp_pc","hdi","health_index","respond_index","state_fragility","pr","share_older","pop_tot_log","pop_density_log","distancing_bin","lockdown_bin","lockdown_n","distancing_n","days_rel_lockdown","days_rel_distancing","retail","grocery","parks","transit","work","residential","mobility_index","stringency","C1_School.closing","C2_Workplace.closing","C3_Cancel.public.events","C4_Restrictions.on.gatherings","C5_Close.public.transport","C6_Stay.at.home.requirements","C7_Restrictions.on.internal.movement","C8_International.travel.controls","H1_Public.information.campaigns","temp_mean","precip","excess_deaths_weekly","excess_deaths_source","excess_deaths_last_obs","excess_deaths_cum","excess_deaths_cum_log","deaths_cum_per_million","deaths_cum_per_million_log","excess_deaths_cum_per_million","excess_deaths_cum_per_million_log","forcats..fct_explicit_na.geoid2.","relative_start","elapsed_rel","relative_start_d","elapsed_rel_d"
"197","UZB","2020-11-30","11","29","2020","334","2020-11-30","461","1","Uzbekistan","32981715","Asia","7.965","72870","608","6.412","603","0.007","Europe & Central Asia","-0.547","67.846","","7.592","32.955","632244","824084","14.933","624702706.364","77.469","7.477","3.917","0.859","","20.636","","28.686","-9","","0.349","0.554","3","0.13","-1.365","-1.474","0.596","0.639","0.147","0.72","","13.922","97.143","0","","1","0","1787","633","1756","633","0.002","","0","","","","0","25.3","0.038","0.413","0.213","0.485","0.345","100","34.3","77.469","71.388","1.955","19.4","245.1","400","100","62.9","100","192","0.7","16","27.8","11","0","4.419","3.495","4.35","","","","","","","","","","","","","","","","","","","","","","","","19.5","6.633","","","","","","18.449","2.968","","","UZB","77","257","124","210"
"36","CHN","2020-11-30","11","29","2020","334","2020-11-30","18","0","China","1433783692","Asia","0.012","91814","4739","8.464","4739","0","East Asia & Pacific","0.477","38.246","","16.182","1392.73","71497278","80601282","20.231","203492014029.265","148.349","27.888","0.071","0.335","35.58","31.269","43.813","17.877","-7","41.8","0.16","0.284","34","0.071","-1.966","-1.538","-0.612","0.442","-0.463","0.536","","62.694","91.845","0","1.512","1","0","","","","","","","0","1","5327","","1","37.4","0.058","0.154","0.664","0.154","0.418","96.9","48.2","148.349","76.47","3.087","48.5","181.2","420","95.1","77.9","75","442","0.8","45.7","48.6","7","","10.921","7.239","5","","","","","","","","","","","","","","","","","","","","","","","","14.3","73.967","","","","","","3.403","1.482","","","CHN","-1","335","21","313"
"158","QAT","2020-11-30","11","29","2020","334","2020-11-30","171","0","Qatar","2832071","Asia","101.092","138648","237","5.472","236","0.009","Middle East & North Africa","0.631","87.986","","112.6","2.782","26435","11671","17.189","-2186263736.264","239.593","","75.498","14.232","","","","13.541","-10","39.9","0.205","0.41","0","0","-1.795","-1.108","2.707","0.44","-0.467","0.533","","21.415","83.571","0","-0.617","1","0","","","","2000","0","","0","19","","","0","31.7","0.085","0.746","0.095","","0.283","100","41.2","239.593","79.981","3.409","32.7","196.4","120","97.7","81.7","100","3205","0.9","38.8","48","3","","1.37","1.023","5.479","","","","","","","","","","","","","-41.2","","","","","","","","","","","34.267","0.167","","","","","","85.2","4.457","","","QAT","66","268","113","221"
"13","AZE","2020-11-30","11","29","2020","334","2020-11-30","4170","38","Azerbaijan","10047719","Europe","423.051","118195","1361","7.217","1131","0.195","Europe & Central Asia","-0.1","92.011","","16.011","9.94","256084","359716","14.639","1402998000","120.265","22.99","2.709","17.868","50.612","8.454","26.915","23.37","-7","","0.152","0.278","2","0.033","-0.764","-0.599","-1.404","0.508","-0.974","0.905","","16.168","81.337","0","0.687","1","0","","1857","255","255","0.004","","0","","","","0","29.7","0.06","0.205","0.49","0.188","0.694","2.9","34.2","120.265","72.693","2.077","45","340.2","470","99.8","65.6","89.3","238","0.8","17.9","25.5","10","0","6.195","2.297","4.79","","","","","","","","","","","","","","","","","","","","","","","","20.1","22.533","","","","","","136.924","4.927","","","AZE","70","264","101","233"
"166","SGP","2020-11-30","11","29","2020","334","2020-11-30","8","0","Singapore","5804343","Asia","1.619","58213","29","3.401","28","0.036","East Asia & Pacific","2.231","326.195","","90.091","5.639","303657","342722","17.514","82039577168.064","7952.998","100","45.392","0","","","","12.278","-2","38.962","0.426","0.662","0","0","-1.421","-0.204","2.261","0.778","2.838","0.009","","38.516","79.057","0","-0.997","2","0","","1281","184","184","0.005","","0","","238","","1","38.1","0.333","0.386","0.656","0.388","3.474","100","58.7","7952.998","82.895","3.935","64.5","227.6","240","97","90.6","100","2227","0.9","41.4","64.6","3","0","11.463","1.73","8.981","","","","","","","","","","","","","-59","","","","","","","","","","","27.467","175.133","","","","","","5.143","1.815","","","SGP","29","305","105","229"
"136","MYS","2020-11-30","11","29","2020","334","2020-11-30","1309","7","Malaysia","31949789","Asia","53.421","64485","357","5.881","335","0.054","East Asia & Pacific","1.075","130.503","","28.201","31.529","1025167","1078350","17.918","8570094242.95","95.963","23.991","8.289","2.358","","","","23.995","7","40.829","0.595","0.786","3","0.065","0.787","1.189","1.364","0.711","0.608","0.367","","8.538","75.193","0","-0.072","4","0","","","1176","1176","0.001","","0","2","5","","0","27.4","0.22","0.588","0.666","0.596","1.225","100","62.2","95.963","75.828","3.468","73.2","153.3","190","93.7","68.1","99.6","531","0.8","57.1","61.3","3","0","6.672","3.451","4.564","","","","","","","","","","","","","-50.4","","","","","","","","","","","26.2","231.667","","","","","","11.323","2.511","","","MYS","35","299","82","252"
"100","KAZ","2020-11-30","11","29","2020","334","2020-11-30","837","0","Kazakhstan","18551428","Asia","67.693","173806","2433","7.797","2372","0.027","Europe & Central Asia","0.022","62.818","","24.738","18.272","479282","871406","15.782","213804024.558","6.77","15.852","20.123","10.192","28.677","3.259","30.621","28.461","-6","26.467","0.532","0.798","5","0.324","-0.986","0.208","1.776","0.782","-0.401","0.729","","38.8","75.067","0","-0.464","1","0","111","1551","385","111","0.009","","0","","","","0","29.4","0.14","0.617","0.59","0.664","1.505","70","40.7","6.77","72.95","2.655","28.2","327.4","670","99.8","69.1","97.8","505","0.8","28","26.6","9","1","7.392","2.905","1.912","","","","","","","","","","","","","-27.2","","","","","","","","","","","15.4","19.567","","","","","","133.151","4.899","","","KAZ","76","258","101","233"
"178","SWE","2020-11-30","11","29","2020","334","2020-11-30","0","0","Sweden","10230185","Europe","634.28","243129","6681","8.807","6631","0.013","Europe & Central Asia","1.831","89.075","","47.718","10.175","947970","1096801","","9022400100.072","25.001","15.545","16.768","0","","9.219","","17.582","10","25.625","0","0","0","0","2.602","2.749","2.158","0.892","3.512","0.031","32.822","63.758","63.882","0","0.209","4","2","","","914","914","0.001","3.436","0","","5","","0","41","0.875","0.06","0.234","0.189","3.865","100","72.1","25.001","82.307","4.489","86","418.8","260","99.9","95.5","99.3","4498","0.9","49.3","62.8","0","1","20.096","2.32","3.219","","","","","","","","","","","","","3.6","","","","","","","","","","","9.333","64.533","","","","","","656.596","6.489","","","SWE","59","275","77","257"
"162","RWA","2020-11-30","11","29","2020","334","2020-11-30","28","1","Rwanda","12626938","Africa","3.675","5919","48","3.892","47","0.022","Sub-Saharan Africa","0.207","51.505","","1.998","12.302","148723","212730","13.886","305520733.844","498.66","8.599","3.803","0","10.784","8.424","20.088","39.976","-3","50.071","0.272","0.528","1","0.84","-2.156","-0.738","0.069","0.615","1.032","0.12","","16.634","63.523","0","-0.752","","0","1664","1607","1298","1298","0.001","","0","","","","0","18.2","0.159","0.324","0.507","0.18","2.516","91","34.2","498.66","68.341","3.46","36","6.4","160","70.8","36","62.3","44","0.5","24.1","31.9","15","1","2.938","2.51","6.212","","","","","","","","","","","","","-29.4","","","","","","","","","","","18.6","75.633","","","","","","3.902","1.59","","","RWA","78","256","231","103"
"106","KWT","2020-11-30","11","29","2020","334","2020-11-30","231","3","Kuwait","4207077","Asia","132.776","142426","878","6.779","866","0.014","Middle East & North Africa","-0.088","100.488","","64.684","4.137","64346","41180","15.682","-21377568.821","232.172","72.252","73.64","36.612","","","","21.539","-7","","0.537","0.797","0","0","0.789","0.444","2.584","0.762","1.635","0.454","","29.154","62.969","0","-0.686","1","0","","","218","218","0.005","","0","4","1","","0","29.2","0.274","0.66","0.674","0.708","2.266","100","46.1","232.172","75.311","3.49","47.5","260.8","200","96.1","80.7","100","2432","0.8","36.5","50.2","4","0","2.551","1.42","5.447","","","","","","","","","","","","","-57","","","","","","","","","","","34.233","2.133","","","","","","212.215","5.362","","","KWT","56","278","112","222"
"71","GHA","2020-11-30","11","29","2020","334","2020-11-30","190","0","Ghana","30417858","Africa","4.754","51569","323","5.781","323","0","Sub-Saharan Africa","-0.21","71.678","","4.212","29.767","419525","493999","13.055","2989035000","130.821","18.491","1.457","2.964","59.52","0.789","1.377","37.596","8","43.086","0.776","0.653","0","0","0.953","0.486","0.935","0.817","1.826","0.624","","4.961","58.698","0","-0.377","","","","271","271","271","0.004","","0","","","","0","20.6","0.55","0.673","0.799","0.846","2.081","73.9","35.5","130.821","63.463","2.926","40.5","9.6","90","71.5","39.3","14.3","73","0.6","23.4","31.5","11","0","3.069","3.393","4.874","","","","","","","","","","","","","-18.2","","","","","","","","","","","26.667","181.5","","","","","","10.851","2.472","","","GHA","79","255","115","219"
"102","KGZ","2020-11-30","11","29","2020","334","2020-11-30","380","5","Kyrgyzstan","6415851","Asia","90.775","72807","1271","7.148","1237","0.028","Europe & Central Asia","-0.612","101.122","23.6","3.447","6.323","108294","175893","13.472","144222600","32.929","","3.441","0.103","39.35","18.149","7.178","32.35","8","33.5","0.538","0.735","2","0.135","0.791","0.114","0.812","0.681","0.291","0.829","","37.725","57.937","0","-0.205","3","","","1313","207","207","0.005","","0","","","","0","24.6","0.323","0.675","0.447","0.679","2.91","83","49.3","32.929","71.2","1.89","64.7","185.4","450","99.2","60.6","96.6","94","0.7","29.8","49.9","12","1","4.495","1.844","3.494","","","","","","","","","","","","","-45.8","","","","","","","","","","","9.7","18.067","","","","","","201.019","5.308","","","KGZ","81","253","123","211"
"191","TUR","2020-11-30","11","29","2020","334","2020-11-30","6439","185","Turkey","82003882","Europe","97.645","494351","13558","9.515","12358","0.094","Europe & Central Asia","0.006","60.157","32.6","25.358","82.32","2970028","4013183","18.566","13061000000","106.96","36.855","3.769","0.056","36.06","24.7","17.96","24.649","-4","40.144","0.401","0.684","0","0","-0.707","-1.165","0.17","0.392","-1.232","0.721","20.538","12.008","57.928","1","-0.202","2","0","","1200","1200","1200","0.001","6.987","0","1","","","0","29.4","0.225","0.32","0.005","0.299","1.079","86","52.4","106.96","77.161","4.02","45.6","174.9","270","96.2","74.4","96.4","854","0.8","45.7","49","9","1","8.483","4.411","4.672","","","","","","","","","","","","","-33","","","","","","","","","","","19.4","32.133","","","","","","164.699","5.11","","","TUR","75","259","81","253"
"150","PHL","2020-11-30","11","29","2020","334","2020-11-30","2067","40","Philippines","108116622","Asia","20.372","429864","8373","9.033","8123","0.031","East Asia & Pacific","0.05","76.059","","7.943","106.652","2294705","3168706","17.579","9832332890.554","357.688","14.278","0.21","0.051","8.922","","33.83","30.963","8","40.217","0.254","0.448","2","0.126","1.563","-0.44","-0.996","0.836","-0.802","0.642","","2.833","56.594","1","0.897","5","0","789","789","789","789","0.001","","0","2","14","","0","23","0.413","0.239","0.306","0.161","2.42","82","47.6","357.688","70.952","4.553","63.6","111","100","96.4","51.2","75","108","0.7","38.2","43.8","14","1","5.123","4.67","5.88","","","","","","","","","","","","","-64.6","","","","","","","","","","","26.767","275.367","","","","","","78.508","4.376","","","PHL","68","266","75","259"
"23","BLR","2020-11-30","11","29","2020","334","2020-11-30","1684","8","Belarus","9452409","Europe","220.293","135008","1151","7.049","1096","0.05","Europe & Central Asia","-0.301","139.343","21.4","17.742","9.483","458688","949159","14.831","1426500000","46.729","21.134","11.404","0.515","49.988","31.575","54.081","16.866","-7","23.675","0.37","0.611","0","0","-0.782","-0.578","1.923","0.661","-0.916","0.281","","32.807","56.058","1","-0.627","3","","1359","214","1359","214","0.005","","0","","","","0","39.3","0.109","0.322","0.612","0.372","0.358","100","35.3","46.729","74.129","3.137","28.9","407","1100","99.6","79","94.3","707","0.8","40.6","46.6","5","0","14.845","2.25","3.844","","","","","","","","","","","","","-8.4","","","","","","","","","","","14.533","45.467","","","","","","121.369","4.807","","","BLR","71","263","97","237"
"98","JOR","2020-11-30","11","29","2020","334","2020-11-30","3598","68","Jordan","10101697","Asia","699.18","214307","2694","7.899","2236","0.209","Middle East & North Africa","0.113","90.197","","8.411","9.956","179856","203118","15.035","949859154.93","112.142","20.737","40.977","0.001","28.235","0.156","65.678","34.245","-3","36.3","0.585","0.904","1","0.06","0.338","0.187","0.998","0.761","1.047","0.471","","13.25","55.556","0","-0.617","1","0","","","203","203","0.005","","0","28","","","0","23.4","0.205","0.593","0.066","0.509","2.473","75","42.1","112.142","74.292","2.697","42.9","342.6","140","97.9","70.2","96.7","313","0.7","27.8","47.8","7","","3.847","2.298","4.72","","","","","","","","","","","","","-42.2","","","","","","","","","","","25.9","1.667","","","","","","270.59","5.604","","","JOR","75","259","185","149"
"186","THA","2020-11-30","11","29","2020","334","2020-11-30","0","0","Thailand","69625581","Asia","0.146","3977","60","4.111","60","0","East Asia & Pacific","0.35","123.307","28.1","16.905","69.429","3610237","4652417","18.147","13398678283.512","135.897","20.055","5.758","0.561","40.723","5.087","59.319","17.087","-3","40.275","0.319","0.552","2","0.015","0.329","0.014","0.436","0.655","-1.824","0.719","","32.574","53.853","0","-0.441","1","0","","","1115","1115","0.001","","0","3","9","","0","36.9","0.091","0.634","0.099","0.431","2.931","98","73.2","135.897","76.683","2.538","81","47","210","92.9","69.5","95","496","0.8","70.5","78.6","8","0","11.901","4.24","4.912","","","","","","","","","","","","","-29","","","","","","","","","","","27.233","198.767","","","","","","0.864","0.623","","","THA","27","307","90","244"
"60","EST","2020-11-30","11","29","2020","334","2020-11-30","354","3","Estonia","1324820","Europe","333.253","12052","112","4.727","88","0.253","Europe & Central Asia","1.192","145.001","","31.035","1.322","89079","170367","10.373","1180195916.014","30.386","","15.416","0.271","","31.306","","16.357","9","32.8","0.472","0.793","3","0.29","2.558","3.256","2.464","0.868","1.765","0.042","20.315","38.512","53.307","0","","3","","","","1089","1089","0.001","5.12","0","","","","0","40.9","0.827","0.506","0.498","0.511","3.767","92.9","57","30.386","77.641","3.076","77.6","343","500","99.9","85.9","99.6","1499","0.9","31.6","47","0","1","19.626","0.279","3.414","","","","","","","","","","","","","-12","","","","","","","","","","","13.233","76.367","","","","","","84.722","4.451","","","EST","66","268","93","241"
"89","IND","2020-11-30","11","29","2020","334","2020-11-30","38772","443","India","1366417756","Asia","42.927","9431691","137139","11.829","133738","0.026","South Asia","0.283","43.378","","6.888","1352.617","40199344","43391833","18.916","42117450737.264","454.938","15.435","0.4","0.322","17.664","0.181","93.25","27.053","9","47.367","0.878","0.393","7","0.126","0.601","-0.684","-0.94","0.796","0.477","0.402","","32.954","50.392","1","0.268","4","0","295","858","1511","295","0.003","","0","","3","","0","26.4","0.47","0.418","0.326","0.811","2.719","12.5","46.5","454.938","69.165","3.018","47.4","75.8","70","69.3","41.2","44.2","61","0.6","42.7","52.4","11","1","6.18","7.21","6.12","","","","","","","","","","","","","-56.4","","","","","","","","","","","25.767","134.933","","","","","","101.388","4.629","","","IND","64","270","85","249"
"105","KOR","2020-11-30","11","29","2020","334","2020-11-30","377","3","South Korea","51225321","Asia","10.604","34201","526","6.267","509","0.036","East Asia & Pacific","1.183","83.004","","36.777","51.607","3178472","4262431","18.295","14479300000","529.652","50.146","2.639","0.002","","25.793","","12.973","8","31.562","0","0","0","0","2.561","2.474","2.586","0.866","2.274","0.079","2.503","29.673","49.875","0","0.687","4","1","","789","35","35","0.029","","0","186","3","","1","39.4","0.607","0.002","0.66","0.004","3.217","100","70.2","529.652","82.627","3.667","92.1","232.6","1150","99.9","90.3","99.9","1604","0.9","58.7","71.5","0","1","14.419","3.944","6.272","","","","","","","","","","","","","6.2","","","","","","","","","","","20","186.4","","","","","","10.192","2.415","","","KOR","31","303","56","278"
"161","RUS","2020-11-30","11","29","2020","334","2020-11-30","26338","368","Russia","145872260","Europe","253.529","2295654","39895","10.594","36540","0.093","Europe & Central Asia","-0.061","51.51","29.9","25.629","144.478","6964329","14238472","18.414","8784850000","8.822","23.191","8.116","6.432","56.341","21.933","67.89","17.914","4","34.586","0.346","0.513","36","0.167","-0.681","-0.405","0.573","0.882","-0.305","0.778","","27.735","49.619","0","","2","0","","1468","568","568","0.002","","0","","1","","0","38.3","0.107","0.245","0.44","0.333","0.545","88","44.3","8.822","72.119","3.307","34.1","397.5","820","99.7","75.1","88.8","757","0.8","37.6","50.1","9","1","14.675","4.973","2.177","","","","","","","","","","","","","","","","","","","","","","","","7.333","53.3","","","","","","276.132","5.624","","","RUS","66","268","90","244"
"145","NZL","2020-11-30","11","29","2020","334","2020-11-30","6","0","New Zealand","4783062","Oceania","1.15","1700","25","3.258","25","0","East Asia & Pacific","1.67","56.4","","36.352","4.841","352911","404821","16.663","2128856170.745","18.554","31.867","22.96","0.161","","2.031","","19.653","10","32.55","0.508","0.715","1","0.092","2.324","3.342","1.52","0.892","2.512","0.029","29.013","56.227","49.474","0","0.62","2","2","","","192","192","0.005","4.361","1","","1","","0","37","0.827","0.397","0.811","0.363","3.413","100","54","18.554","81.659","4.16","36.7","306.1","280","99.9","92.4","100","2882","0.9","45.2","58.1","2","1","15.652","1.577","2.921","","","","","","","","","","","","","-52.8","","","","","","","","","","","8.533","125.1","","","","","","5.164","1.819","","","NZL","77","257","107","227"
"206","ZAF","2020-11-30","11","29","2020","334","2020-11-30","2563","38","South Africa","58558267","Africa","62.635","787702","21477","9.975","20903","0.028","Sub-Saharan Africa","0.34","59.47","","12.145","57.78","1218728","1853908","16.99","5470685860.338","47.63","35.308","5.767","0.006","3.353","1.785","78.629","29.079","9","59.417","0.876","0.414","1","0","2.118","0.78","-1.195","0.737","1.062","0.688","","23.506","47.996","0","0.678","2","0","","","1542","1542","0.001","","0","","1","","0","26","0.587","0.752","0.86","0.88","3.483","100","54.8","47.63","63.538","3.495","81.5","81.8","280","94.4","49.7","73.1","576","0.7","33","57.7","8","1","5.318","4.057","3.863","","","","","","","","","","","","","-41.6","","","","","","","","","","","16.533","21.3","","","","","","371.705","5.921","","","ZAF","71","263","96","238"
"118","MAR","2020-11-30","11","29","2020","334","2020-11-30","4115","50","Morocco","36471766","Africa","166.227","353803","5789","8.664","5256","0.092","Middle East & North Africa","-0.209","87.99","","7.641","36.029","1176787","1349886","15.911","3626012575.155","80.729","21.732","0.257","0.007","","","","27.206","-4","40.82","0.496","0.947","1","0.392","0.441","0.216","-0.158","0.649","0.299","0.648","","12.447","47.67","0","-0.997","1","0","599","","629","599","0.002","","0","","","","0","27","0.277","0.484","0.003","0.479","2.449","42.3","43.7","80.729","76.218","3.775","56.8","61.8","110","69.4","57.6","83.5","218","0.7","29.5","51.5","7","1","7.013","3.584","4.391","","","","","","","","","","","","","","","","","","","","","","","","23.067","35.933","","","","","","160.676","5.086","","","MAR","74","260","86","248"
"48","CYP","2020-11-30","11","29","2020","334","2020-11-30","152","0","Cyprus","875899","Europe","365.91","10383","48","3.892","44","0.116","Europe & Central Asia","0.921","145.345","","34.569","1.189","74292","88863","12.903","5206751664.272","128.708","","16.834","0","","22.795","","16.788","10","29.688","0.327","0.62","0","0","1.88","2.064","2.769","0.842","1.934","0.186","16.053","9.027","46.945","0","","4","2","","1053","437","437","0.002","8.684","0","","","","0","35.2","0.745","0.094","0.396","0.359","3.678","65","43","128.708","80.672","4.33","44.9","249.6","340","98.7","90.3","99.4","958","0.9","21.9","33.9","3","1","13.719","0.173","4.858","","","","","","","","","","","","","","","","","","","","","","","","25.867","11.633","","","","","","40.361","3.722","","","CYP","73","261","100","234"
"208","ZWE","2020-11-30","11","29","2020","334","2020-11-30","128","1","Zimbabwe","14645473","Africa","7.948","9950","276","5.624","268","0.038","Sub-Saharan Africa","-1.199","48.437","","2.688","14.439","151062","273405","12.552","744637199.18","37.325","10.493","2.556","0","2.655","3.227","27.73","42.401","4","46.75","0.307","0.555","0","0","0.37","-1.089","-0.799","0.344","-1.279","0.853","","7.2","46.867","0","-0.875","4","0","1237","","1237","1237","0.001","","0","","","","0","19.5","0.19","0.387","0.736","0.366","2.613","1","38.2","37.325","60.812","3.468","65.6","7.7","170","88.7","31.2","38.6","86","0.5","14.7","30.1","17","0","2.94","2.67","3.62","","","","","","","","","","","","","-37.6","","","","","","","","","","","22.333","7.333","","","","","","19.115","3.001","","","ZWE","98","236","191","143"
"57","EGY","2020-11-30","11","29","2020","334","2020-11-30","358","15","Egypt","100388076","Africa","4.756","115541","6636","8.8","6548","0.013","Middle East & North Africa","-0.585","48.278","","11.014","98.424","2302105","2845255","16.328","6797600000","98.873","25.565","0.537","4.076","","","","33.799","-4","43.55","0.164","0.328","1","0.09","-0.923","-1.645","-1.628","0.4","-1.611","0.908","","20.552","44.276","0","-0.688","1","","","745","249","249","0.004","","0","1","","","0","25.2","0.121","0.184","0.198","0.164","0.866","51.1","39.9","98.873","71.656","3.029","41.5","81.4","160","75.1","58","93.2","151","0.7","15.7","45","10","0","5.23","4.589","4.594","","","","","","","","","","","","","-33.4","","","","","","","","","","","28.567","1.9","","","","","","67.423","4.226","","","EGY","66","268","82","252"
"50","DEU","2020-11-30","11","29","2020","334","2020-11-30","11169","125","Germany","83019213","Europe","304.197","1053869","16248","9.696","14112","0.15","Europe & Central Asia","1.62","88.671","","45.936","82.906","7784757","10008212","18.514","105276890168.508","237.371","9.58","14.879","0.011","","55.792","","13.621","","28.837","0","0","0","0","2.469","2.282","2.734","0.889","2.931","0.036","51.593","42.03","43.778","0","0.763","6","2","","","568","568","0.002","5.251","1","3","9","","0","45.5","0.823","0.168","0.657","0.095","3.719","100","66","237.371","80.99","4.114","84.6","419.1","830","99.9","92","99.2","4626","0.9","48.2","54.8","1","1","21.462","4.418","5.47","","","","","","","","","","","","","-10.4","","","","","","","","","","","15.8","39.433","","","","","","195.982","5.283","","","DEU","34","300","75","259"
"9","ARM","2020-11-30","11","29","2020","334","2020-11-30","356","22","Armenia","2957728","Europe","582.812","135124","2164","7.68","1976","0.097","Europe & Central Asia","-0.024","91.289","29.2","9.178","2.952","130888","201290","","254146163.557","103.68","36.599","6.336","0","54.751","0.726","28.396","20.633","7","36.737","0.041","0.081","2","0.014","1.422","1.127","1.742","0.894","1.448","0.227","","10.018","41.076","0","0.209","2","0","","1817","","1817","0.001","","0","","","","0","32.7","0.233","0.127","0.458","0.134","1.774","100","50.2","103.68","74.797","2.892","60.8","280.3","420","99.7","70.7","91.6","144","0.8","25.7","55.5","6","1","11.253","1.082","4.641","","","","","","","","","","","","","","","","","","","","","","","","16.167","34.1","","","","","","733.118","6.599","","","ARM","73","261","99","235"
"156","PSE","2020-11-30","11","29","2020","334","2020-11-30","6056","44","Palestinian Territories","4981422","Asia","430.841","96788","807","6.695","714","0.093","Middle East & North Africa","-0.761","79.601","","4.576","4.569","67701","75458","","262509658.395","758.985","","5.473","0","","5.376","","38.947","","36.257","","","","","","","","","","","","15.8","40.68","0","","","","","","","2000","0","","0","","","","0","","","","","","","16.2","","758.985","73.74","3.783","","","","","","","","","","","","","3.133","1.519","6.632","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","176.622","5.18","","","PSE","66","268","183","151"
"92","IRQ","2020-11-30","11","29","2020","334","2020-11-30","1614","24","Iraq","39309789","Asia","79.581","550435","12224","9.411","11958","0.023","Middle East & North Africa","-1.321","79.918","","15.471","38.434","574380","703001","14.546","-4885100000","88.531","25.077","0.972","37.782","26.364","0","75.773","38.387","6","31.14","0.546","0.794","3","0.196","1.77","-0.695","-0.654","0.693","-0.208","0.822","","30","39.722","0","","6","","","","792","792","0.001","","0","","","","0","19.7","0.287","0.369","0.484","0.549","1.987","","25.8","88.531","70.294","3.703","42.2","85.4","140","43.7","51.1","85.7","154","0.7","11.8","19.5","18","1","3.324","3.649","4.483","","","","","","","","","","","","","-20.6","","","","","","","","","","","30.333","5.333","","","","","","318.055","5.765","","","IRQ","60","274","77","257"
"35","CHL","2020-11-30","11","29","2020","334","2020-11-30","1489","34","Chile","18952035","America","101.081","550430","15356","9.639","15069","0.019","Latin America & Caribbean","1.084","57.531","","22.874","18.729","926711","1232749","16.787","6082221197.635","25.189","35.668","2.616","0.013","44.913","6.631","71.562","19.754","10","44.862","0.166","0.32","2","0.09","0.667","1.688","0.716","0.874","2.033","0.071","33.184","13.96","39.712","0","-0.378","2","0","629","618","629","618","0.002","","0","","","","0","33.1","0.807","0.186","0.384","0.497","3.821","93.1","58.3","25.189","79.909","3.341","72.7","103.3","220","96.9","77.9","99.9","1171","0.8","39.3","60.2","3","0","11.53","2.93","3.226","","","","","","","","","","","","","-47.2","","","","","","","","","","","6.967","54.533","","","","","","819.898","6.71","","","CHL","68","266","91","243"
"195","URY","2020-11-30","11","29","2020","334","2020-11-30","205","1","Uruguay","3461731","America","48.704","5716","76","4.344","71","0.087","Latin America & Caribbean","0.558","39.992","29.7","20.916","3.449","199081","311936","","1172779059.582","19.708","50.358","2.092","0","36.557","31.547","59.208","20.608","10","36.8","0.169","0.327","1","0.078","2.253","2.283","2.539","0.853","2.137","0.093","","20.873","39.355","0","-0.053","2","0","1691","1691","1691","1691","0.001","","0","","","","0","34.4","0.786","0.25","0.355","0.218","3.638","97.2","41.3","19.708","77.632","3.291","33.5","373.6","280","98.6","71","95.7","1404","0.8","24.1","41.3","2","1","14.815","1.238","2.981","","","","","","","","","","","","","-35.6","","","","","","","","","","","15.433","107.733","","","","","","22.033","3.137","","","URY","76","258","110","224"
"55","DZA","2020-11-30","11","29","2020","334","2020-11-30","1009","17","Algeria","43053054","Africa","35.774","82221","2410","7.788","2275","0.068","Middle East & North Africa","-0.444","57.965","","13.737","42.228","1313567","1373215","15.678","1506316885.774","17.73","6.379","0.611","12.314","","","","30.149","2","34.95","0.403","0.806","1","0.28","0.571","0.654","-0.339","0.611","-0.603","0.627","","17.929","38.762","0","-0.443","3","1","660","1737","811","660","0.002","","0","2","","","0","26.9","0.155","0.339","0.009","0.32","2.595","85.2","23.6","17.73","76.499","3.59","12","120.7","190","75.1","63.1","87.5","676","0.8","13.1","19.6","11","1","6.362","3.743","2.875","","","","","","","","","","","","","","","","","","","","","","","","28.667","9.667","","","","","","57.071","4.062","","","DZA","64","270","80","254"
