"","geoid2","date","month","day","year","elapsed","date_rep","cases","deaths","country","population_2019","continent","Cumulative_number_for_14_days_of_COVID.19_cases_per_100000","cases_cum","deaths_cum","deaths_cum_log","deaths_cum_l7","deaths_cum_g7","region","gov_effect","trade","ineq","gdp_pc","pop_tot","older_m","older_f","air_travel","fdi","pop_density","urban","migration_share","oil","soc_insur_cov","soc_contrib","soc_safety","pop_below14_2018","polity","gini","elf_epr","rq_polarization","count_powerless","share_powerless","media_critical","journal_harass","health_equality","property_rights","transparent_law","bureaucracy_corrupt","polar_rile","trust_people","trust_gov","electoral_pop","federal_ind","checks_veto","polariz_veto","dist_senate","dist_presid","dist_parlm","dist_anyelec","elect_pressure","pos_gov_lr","woman_leader","infections_mers","infections_sars","infections_ebola","infection","med_age_2013","vdem_libdem","al_etfra","al_religfra","fe_etfra","vdem_mecorrpt","share_health_ins","pandemic_prep","pop_den_2018","life_exp_2017","resp_disease_prev","detect_index","doctors_pc","hosp_beds_pc","literacy_rate","healthcare_qual","acc_sanitation","health_exp_pc","hdi","health_index","respond_index","state_fragility","pr","share_older","pop_tot_log","pop_density_log","distancing_bin","lockdown_bin","lockdown_n","distancing_n","days_rel_lockdown","days_rel_distancing","retail","grocery","parks","transit","work","residential","mobility_index","stringency","C1_School.closing","C2_Workplace.closing","C3_Cancel.public.events","C4_Restrictions.on.gatherings","C5_Close.public.transport","C6_Stay.at.home.requirements","C7_Restrictions.on.internal.movement","C8_International.travel.controls","H1_Public.information.campaigns","temp_mean","precip","excess_deaths_weekly","excess_deaths_source","excess_deaths_last_obs","excess_deaths_cum","excess_deaths_cum_log","deaths_cum_per_million","deaths_cum_per_million_log","excess_deaths_cum_per_million","excess_deaths_cum_per_million_log","forcats..fct_explicit_na.geoid2.","relative_start","elapsed_rel","relative_start_d","elapsed_rel_d"
"62","FIN","2020-11-30","11","29","2020","334","2020-11-30","322","0","Finland","5517919","Europe","96.304","24629","393","5.976","375","0.048","Europe & Central Asia","1.984","77.854","","42.061","5.516","525215","672812","16.408","-4878401765.036","18.157","23.18","5.74","0","","32.487","","16.145","10","25.425","0.131","0.256","0","0","2.19","2.974","0.974","0.866","2.953","0.041","30.32","57.988","","0","0.79","3","1","","1418","1129","1129","0.001","4.204","1","","","","0","42.3","0.795","0.131","0.253","0.132","3.632","100","68.7","18.157","81.429","4.174","61.6","319.6","440","99.9","95.9","99.4","3181","0.9","60.8","69.2","0","1","21.721","1.708","2.899","","","","","","","","","","","","","-6.4","","","","","","","","","","","9.8","57.3","","","","","","71.253","4.28","","","FIN","65","269","89","245"
"63","FJI","2020-11-30","11","29","2020","334","2020-11-30","4","0","Fiji","889955","Oceania","0.787","42","2","1.099","2","0","East Asia & Pacific","0.26","","","9.654","0.883","21636","26514","14.328","468845976.07","48.357","","1.541","0","","","","29.513","2","40","0.528","0.898","0","0","0.042","0.288","0.822","0.552","0.374","0.22","","","","0","","1","0","","","978","978","0.001","","0","","","","0","27.1","0.351","0.548","0.568","0.566","3.111","100","25.7","48.357","67.252","3.283","16.4","83.7","230","83.3","47.9","95.7","200","0.7","7.5","28.3","4","","5.45","-0.124","3.879","","","","","","","","","","","","","-15.8","","","","","","","","","","","23.933","120.667","","","","","","2.264","1.183","","","FJI","94","240","",""
"64","FLK","2020-11-30","11","29","2020","334","2020-11-30","0","0","Falkland Islands","3372","America","59.312","17","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","608","608","0.002","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.133","35.567","","","","","","","","","","FLK","105","229","",""
"65","FRA","2020-11-30","11","29","2020","334","2020-11-30","9784","198","France","67012883","Europe","353.15","2218483","52325","10.865","48732","0.074","Europe & Central Asia","1.481","63.448","","39.556","66.977","5770806","7648100","18.067","59857774930.343","122.338","22.757","12.088","0.005","","41.936","","17.956","9","29.637","0.047","0.092","2","0.008","2.534","2.426","2.79","0.854","1.896","0.052","55.68","18.656","","0","1.051","5","2","1298","773","841","773","0.001","6.358","0","2","7","","0","40.6","0.839","0.103","0.403","0.272","3.958","99.9","68.2","122.338","82.524","4.336","75.3","323.8","650","99.9","91.7","98.7","3964","0.9","60.9","62.9","1","0","20.035","4.204","4.807","","","","","","","","","","","","","-51.4","","","","","","","","","","","17.5","52.033","","","","","","781.237","6.662","","","FRA","38","296","67","267"
"66","FRO","2020-11-30","11","29","2020","334","2020-11-30","0","0","Faroe Islands","48677","Europe","8.217","502","0","0","0","","Europe & Central Asia","","","","","0.048","","","","","34.74","","11.446","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","0","","","","0","","","","","","","","","34.74","82.4","","","","","","","","","","","","","","","-3.026","3.548","","","","","","","","","","","","","","","","","","","","","","","","9.2","151.767","","","","","","0","0","","","FRO","76","258","",""
"67","GAB","2020-11-30","11","29","2020","334","2020-11-30","0","0","Gabon","2172578","Africa","5.938","9191","59","4.094","59","0","Sub-Saharan Africa","-0.812","72.049","","15.862","2.119","33284","42242","","845752960.635","8.225","","15.556","15.338","","1.675","","37.026","3","40.413","0.752","0.717","0","0","0.531","0.658","-0.021","0.702","1.824","0.838","","","","0","-0.375","3","0","295","1264","1329","295","0.003","","0","","","","0","20.7","0.278","0.769","0.667","0.857","2.283","57.6","20","8.225","65.839","4.301","6.1","40.6","630","82.3","40.4","40.9","359","0.7","11.2","20.6","8","0","3.564","0.751","2.107","","","","","","","","","","","","","-20.6","","","","","","","","","","","25.2","108.267","","","","","","27.84","3.362","","","GAB","91","243","135","199"
"68","GBR","2020-11-30","11","29","2020","334","2020-11-30","12155","215","United Kingdom","66647112","Europe","372.123","1617327","58245","10.972","54751","0.062","Europe & Central Asia","1.342","61.777","","40.522","66.46","5600012","6626046","18.924","35064410362.328","274.827","26.819","13.201","0.323","","21.596","","17.678","8","32.944","0.325","0.531","4","0.07","2.543","2.608","2.096","0.815","1.719","0.023","38.565","29.961","","0","0.845","4","2","","","1513","1513","0.001","7.426","0","5","4","1","0","40.2","0.795","0.121","0.694","0.324","3.665","100","77.9","274.827","81.156","4.538","87.3","282.5","280","99.9","90.5","99.1","3352","0.9","59.8","91.9","1","0","18.396","4.197","5.616","","","","","","","","","","","","","-38.2","","","","","","","","","","","12.367","106.067","","","","","","876.387","6.777","","","GBR","43","291","73","261"
"70","GGY","2020-11-30","11","29","2020","334","2020-11-30","0","0","Guernsey","64468","Europe","6.205","286","13","2.639","13","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GGY","82","252","111","223"
"72","GIB","2020-11-30","11","29","2020","334","2020-11-30","5","0","Gibraltar","33706","Europe","332.285","1014","5","1.792","4","0.667","Europe & Central Asia","","","","","0.034","","","","","3371.8","","34.345","","","","","","","","","","","","","","","","","","","","","0","","","","","","1315","1315","0.001","","0","","","","0","","","","","","","","","3371.8","","","","","","","","","","","","","","","","-3.39","8.123","","","","","","","","","","","","","","","","","","","","","","","","23.5","46.933","","","","","","148.289","5.006","","","GIB","79","255","",""
"73","GIN","2020-11-30","11","29","2020","334","2020-11-30","0","0","Guinea","12771246","Africa","3.351","13039","76","4.344","75","0.013","Sub-Saharan Africa","-0.971","90.628","","2.223","12.414","138502","224770","","352760000","50.522","14.847","1.812","0","2.284","","1.714","43.85","4","39.6","0.7","0.8","1","0.4","1.456","0.117","-2.076","0.357","-0.419","0.841","","25.322","","0","","3","","","214","2567","214","0.005","","0","","","3809","1","18.6","0.201","0.739","0.265","0.669","1.62","0.2","32.7","50.522","60.706","2.811","57.2","7.5","30","32","26.4","22","13","0.5","8","23","18","","2.926","2.519","3.922","","","","","","","","","","","","","","","","","","","","","","","","25.067","318.9","","","","","","6.122","1.963","","","GIN","90","244","126","208"
"74","GMB","2020-11-30","11","29","2020","334","2020-11-30","0","0","Gambia","2347696","Africa","1.363","3734","123","4.82","123","0","Sub-Saharan Africa","-0.623","63.365","","2.318","2.28","28884","30169","10.892","32957945.268","225.307","","9.671","0","1.758","","7.082","44.269","4","44.167","0.754","0.679","0","0","1.362","1.339","-0.086","0.846","1.106","0.449","","","","0","-0.62","2","0","","630","756","630","0.002","","0","","","","0","17","0.128","0.786","0.097","0.764","1.425","99.9","34.2","225.307","61.44","1.819","36.9","10.7","110","42","35.7","41.7","14","0.5","23.5","34.2","15","0","2.59","0.824","5.417","","","","","","","","","","","","","","","","","","","","","","","","28.133","195.967","","","","","","53.945","4.006","","","GMB","110","224","217","117"
"75","GNB","2020-11-30","11","29","2020","334","2020-11-30","0","0","Guinea-Bissau","1920917","Africa","0.156","2422","43","3.784","43","0","Sub-Saharan Africa","-1.488","57.791","","1.596","1.874","20356","32571","","20553776.349","66.654","","1.211","0","","","","42.339","6","44.1","0.772","0.68","0","0","0.926","0.03","-2.19","0.645","-0.356","0.905","","","","0","","3","0","","","1094","1094","0.001","","0","","","","0","19.1","0.322","0.808","0.613","0.818","2.645","1.6","20","66.654","57.673","2.855","23.4","4.5","100","45.6","23.4","21.5","43","0.5","4.6","17.8","17","1","2.824","0.628","4.2","","","","","","","","","","","","","","","","","","","","","","","","26.933","344.5","","","","","","22.942","3.176","","","GNB","94","240","157","177"
"76","GNQ","2020-11-30","11","29","2020","334","2020-11-30","0","0","Equatorial Guinea","1355982","Africa","3.614","5153","85","4.454","85","0","Sub-Saharan Africa","-1.294","101.455","","20.181","1.309","15621","16544","13.053","395884364.552","46.666","","1.281","19.23","","","","37.117","-6","","0.259","0.444","0","0","-1.111","-1.274","0.304","0.543","-2.179","0.829","","","","0","-0.988","1","0","994","1139","994","994","0.001","","0","","","","0","20.6","0.046","0.347","0.12","","0.35","","16.2","46.666","58.061","4.343","4.4","25.2","210","95","49.3","74.5","197","0.6","5","17.6","12","1","2.457","0.269","3.843","","","","","","","","","","","","","","","","","","","","","","","","24.667","210.767","","","","","","64.936","4.189","","","GNQ","85","249","142","192"
"77","GRC","2020-11-30","11","29","2020","334","2020-11-30","1193","98","Greece","10724599","Europe","279.936","104227","2321","7.75","1630","0.456","Europe & Central Asia","0.338","72.52","","25.141","10.732","1031639","1292377","16.532","4025447788.577","83.225","29.416","11.342","0.013","","30.985","","14.071","10","33.237","0.078","0.15","1","0.01","2.12","1.734","1.762","0.722","1.142","0.311","107.514","","","0","0.602","3","0","","","1213","1213","0.001","6.737","0","1","","","0","42.8","0.712","0.158","0.153","0.059","3.476","100","53.8","83.225","81.388","4.124","78.4","625.5","430","97.4","90.4","99","1374","0.9","37.6","44","3","1","21.656","2.373","4.422","","","","","","","","","","","","","-17.2","","","","","","","","","","","22.2","30.833","","","","","","216.275","5.381","","","GRC","64","270","81","253"
"78","GRD","2020-11-30","11","29","2020","334","2020-11-30","0","0","Grenada","112002","America","8.036","41","0","0","0","","Latin America & Caribbean","-0.253","109.383","","13.805","0.111","4867","5857","","153748019.801","327.806","","6.606","0","","","","23.561","","","","","","","","","","","","","","","","0","-0.832","1","0","","","1115","1115","0.001","","0","","","","0","26.3","","0.266","0.59","","","7.4","27.5","327.806","72.388","3.294","18.6","66.8","370","98.6","58.5","78.3","308","0.8","10.3","28.4","","0","9.622","-2.194","5.792","","","","","","","","","","","","","","","","","","","","","","","","27.7","231.4","","","","","","0","0","","","GRD","92","242","",""
"79","GRL","2020-11-30","11","29","2020","334","2020-11-30","0","0","Greenland","56660","America","1.765","18","0","0","0","","Europe & Central Asia","0.838","85.849","","","0.056","","","","","0.136","","10.695","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","0","","","","0","","","","","","","","","0.136","","4.474","","","","","","","","","","","","","","-2.882","-1.991","","","","","","","","","","","","","","","","","","","","","","","","-10.7","55.867","","","","","","0","0","","","GRL","88","246","",""
"81","GUM","2020-11-30","11","29","2020","334","2020-11-30","36","0","Guam","167295","Oceania","416.629","6818","112","4.727","106","0.057","East Asia & Pacific","0.273","73.361","","","0.166","7338","8991","","","306.978","","44.789","0","","","","24.464","","","","","","","","","","","","","","","","0","","","","","","237","237","0.004","","0","","","","0","","","","","","","","","306.978","79.631","3.265","","","","","","","","","","","","","9.851","-1.797","5.727","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","675.643","6.517","","","GUM","79","255","240","94"
"82","GUY","2020-11-30","11","29","2020","334","2020-11-30","38","1","Guyana","782775","America","70.646","5376","150","5.017","143","0.042","Latin America & Caribbean","-0.269","82.594","","7.667","0.779","22940","27306","10.169","1180405596.069","3.957","","2.006","0","","","","28.215","7","","0.682","0.81","1","0.092","0.255","1.136","0.515","0.803","-0.008","0.515","","","","0","0.62","3","0","","","1817","1817","0.001","","0","","","","0","22.6","0.457","0.619","0.788","0.62","3.178","23.8","31.7","3.957","69.624","3.276","20.3","21.4","160","85.6","49.8","86.2","196","0.7","12.3","36.2","8","1","6.45","-0.25","1.376","","","","","","","","","","","","","","","","","","","","","","","","27","117.3","","","","","","192.554","5.266","","","GUY","91","243","126","208"
"84","HRV","2020-11-30","11","29","2020","334","2020-11-30","2919","57","Croatia","4076246","Europe","1040.32","126612","1712","7.446","1353","0.269","Europe & Central Asia","0.457","101.878","","23.664","4.088","332998","502825","14.554","1284360877.948","73.077","","13.605","0.233","57.513","29.765","24.569","14.512","9","28.363","0.18","0.326","3","0.015","1.655","0.687","1.212","0.907","0.808","0.401","12.248","","","0","-0.377","4","2","","1747","279","279","0.004","6.429","0","","","","0","42.6","0.64","0.369","0.445","0.375","3.19","97","53.3","73.077","77.827","2.765","72.3","312.6","560","99.1","86.9","97.5","1334","0.8","46.5","32.4","2","1","20.447","1.408","4.292","","","","","","","","","","","","","-22.4","","","","","","","","","","","18.933","82.967","","","","","","418.803","6.04","","","HRV","65","269","95","239"
"87","IDN","2020-11-30","11","29","2020","334","2020-11-30","6267","169","Indonesia","270625567","Asia","24.814","534266","16815","9.73","15884","0.055","East Asia & Pacific","0.18","43.022","30.4","11.606","267.663","7095983","8581490","18.562","19703343215.201","147.752","13.383","0.128","0.834","8.179","","48.74","26.551","9","46.211","0.734","0.658","4","0.069","2.758","0.341","-0.492","0.702","1.569","0.624","","41.1","","0","1.512","4","","","1498","1498","1498","0.001","","0","","2","","0","27.8","0.545","0.735","0.234","0.766","2.385","59","56.6","147.752","71.282","3.985","68.1","20.1","120","95.4","44.5","67.9","162","0.7","39.4","54.3","8","1","5.857","5.59","4.996","","","","","","","","","","","","","-43.8","","","","","","","","","","","26.267","159.267","","","","","","62.821","4.156","","","IDN","70","264","79","255"
"88","IMN","2020-11-30","11","29","2020","334","2020-11-30","0","0","Isle of Man","84589","Europe","7.093","369","25","3.258","25","0","Europe & Central Asia","","","","","0.084","","","","","147.504","","51.516","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","0","","","","0","","","","","","","","","147.504","","","","","","","","","","","","","","","","-2.476","4.994","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","297.346","5.698","","","IMN","83","251","112","222"
"90","IRL","2020-11-30","11","29","2020","334","2020-11-30","299","2","Ireland","4904240","Europe","88.454","72241","2052","7.627","2022","0.014","Europe & Central Asia","1.42","211.511","","70.855","4.867","316661","358243","18.937","64535780983.159","70.453","24.754","15.917","0","","16.887","","21.406","10","29.925","0","0","0","0","2.487","2.707","1.665","0.854","2.638","0.057","11.201","","","0","0.176","7","2","1846","2055","1815","1815","0.001","6.437","0","","1","","0","35.3","0.77","0.121","0.155","0.171","3.624","100","59","70.453","81.956","4.516","78","296.1","280","99.9","94.6","92.2","3819","0.9","40.2","45.1","0","1","13.866","1.583","4.255","","","","","","","","","","","","","-40.6","","","","","","","","","","","12.233","81.633","","","","","","421.588","6.046","","","IRL","65","269","86","248"
"91","IRN","2020-11-30","11","29","2020","334","2020-11-30","12950","389","Iran","82913893","Asia","225.15","948749","47875","10.776","44802","0.071","Middle East & North Africa","-0.43","","","","81.8","2626840","2432221","17.058","3480333000","50.222","25.989","3.446","15.344","","","","24.477","-7","37.686","0.668","0.739","4","0.015","1.027","-0.302","0.394","0.713","-0.207","0.693","","10.536","","0","-0.205","3","","","434","1442","434","0.002","","0","6","","","0","28.5","0.159","0.668","0.115","0.669","1.458","90","37.7","50.222","76.271","3.577","37.7","149.1","150","85.5","71.8","88.3","853","0.8","34.6","33.7","9","0","6.185","4.404","3.916","","","","","","","","","","","","","","","","","","","","","","","","24.833","6.1","","","","","","585.267","6.374","","","IRN","52","282","55","279"
"93","ISL","2020-11-30","11","29","2020","334","2020-11-30","10","0","Iceland","356991","Europe","53.783","5381","26","3.296","26","0","Europe & Central Asia","1.466","91.349","","48.606","0.353","24836","27349","15.872","-434601330.215","3.527","","11.39","0","","11.207","","19.832","","25.183","0","0","0","0","2.333","1.134","2.386","0.902","2.238","0.027","30.873","","","0","0.209","4","","","108","591","108","0.009","4.945","1","","","","0","35.5","0.796","0.08","0.191","","3.663","100","46.3","3.527","82.205","4.415","37.2","379.1","320","99.9","97.1","98.8","3460","0.9","46.4","44","","1","14.795","-1.042","1.26","","","","","","","","","","","","","","","","","","","","","","","","5.133","104.167","","","","","","73.713","4.314","","","ISL","63","271","111","223"
"94","ISR","2020-11-30","11","29","2020","334","2020-11-30","982","10","Israel","8519373","Asia","139.036","335980","2864","7.96","2806","0.035","Middle East & North Africa","1.208","58.465","","33.609","8.883","473545","590349","15.818","20788600000","410.527","57.924","24.947","0.002","","17.445","","27.925","6","35.962","0.774","0.678","1","0.12","2.077","1.543","2.149","0.808","1.788","0.181","39.441","","","1","","2","2","","","1452","1452","0.001","6.758","0","","","","0","30.1","0.578","0.344","0.347","0.526","3.353","100","47.3","410.527","82.602","4.748","52.4","357.6","310","99.9","84.8","100","1777","0.9","42.2","39.9","7","1","11.977","2.184","6.017","","","","","","","","","","","","","-22.4","","","","","","","","","","","26.067","6.933","","","","","","322.421","5.779","","","ISR","61","273","87","247"
"95","ITA","2020-11-30","11","29","2020","334","2020-11-30","20646","541","Italy","60359546","Europe","673.711","1585178","54904","10.913","49823","0.104","Europe & Central Asia","0.414","60.408","","35.828","60.422","5961868","7785219","17.134","39614439156.648","205.451","18.741","9.681","0.039","","33.6","","13.329","10","33.4","0.125","0.232","4","0.038","2.175","2.259","2.24","0.896","1.657","0.199","21.674","28.252","","1","1.298","4","","1115","","1115","1115","0.001","","0","1","4","1","0","44.3","0.773","0.115","0.303","0.04","3.547","100","56.2","205.451","83.244","4.055","78.5","402.1","340","98.8","94.9","99.3","2552","0.9","36.8","47.5","1","1","22.752","4.101","5.325","","","","","","","","","","","","","-43.6","","","","","","","","","","","20.7","65.933","","","","","","908.679","6.813","","","ITA","52","282","56","278"
"96","JAM","2020-11-30","11","29","2020","334","2020-11-30","40","5","Jamaica","2948277","America","27.982","10709","256","5.549","238","0.059","Latin America & Caribbean","0.497","89.026","","8.276","2.935","125125","133045","12.106","774620603.114","270.993","","0.829","0","4.342","","54.968","23.75","9","40.95","0","0","0","0","2.198","1.661","1.345","0.873","1.604","0.124","","","","0","","4","0","","","354","354","0.003","","0","","","","0","27.7","0.701","0.413","0.616","0.166","3.149","20.1","29","270.993","74.267","3.321","24.3","47.2","170","88.1","62","85.4","324","0.7","10","24.7","3","0","8.797","1.077","5.602","","","","","","","","","","","","","-42.6","","","","","","","","","","","26.7","109.4","","","","","","87.227","4.48","","","JAM","75","259","156","178"
"97","JEY","2020-11-30","11","29","2020","334","2020-11-30","0","0","Jersey","107796","Europe","181.825","928","32","3.497","32","0","","1.26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","JEY","80","254","107","227"
"101","KEN","2020-11-30","11","29","2020","334","2020-11-30","711","7","Kenya","52573967","Africa","24.862","83316","1452","7.281","1380","0.058","Sub-Saharan Africa","-0.411","36.181","","3.077","51.393","504364","697805","15.597","1625921493.616","90.299","10.896","2.355","0","1.188","2.243","26.441","39.782","9","46.3","0.846","0.499","0","0","1.354","1.001","-0.16","0.438","0.347","0.506","","9.182","","0","","3","","881","","881","881","0.001","","0","","","","0","18.8","0.381","0.859","0.777","0.852","2.428","39.4","47.1","90.299","65.909","4.181","68.6","20.4","140","78.7","39.5","29.8","52","0.6","20.7","37.1","10","0","2.339","3.94","4.503","","","","","","","","","","","","","-30.8","","","","","","","","","","","24.8","54.667","","","","","","28.253","3.376","","","KEN","82","252","106","228"
"103","KHM","2020-11-30","11","29","2020","334","2020-11-30","16","0","Cambodia","16486542","Asia","0.127","323","0","0","0","","East Asia & Pacific","-0.569","124.899","","3.869","16.25","295678","446707","14.16","3212633447.045","92.056","12.014","0.475","0","1.869","","","31.201","-4","36","0.097","0.183","1","0.012","-0.484","-0.819","-1.438","0.42","-0.98","0.919","","","","0","","1","0","1084","","1237","1084","0.001","","0","","","","0","24.4","0.092","0.21","0.096","0.186","2.181","26.1","39.2","92.056","69.289","3.093","57.7","14.3","80","80.5","39.4","48.8","50","0.6","12","36.7","10","1","4.569","2.788","4.522","","","","","","","","","","","","","-26","","","","","","","","","","","27.567","255.433","","","","","","0","0","","","KHM","75","259","",""
"104","KNA","2020-11-30","11","29","2020","334","2020-11-30","0","0","St. Kitts & Nevis","52834","America","5.678","22","0","0","0","","Latin America & Caribbean","0.551","118.628","","26.804","0.052","","","","93552415.525","201.696","","13.393","0","","","","","","","","","","","","","","","","","","","","0","","","","","","","2000","0","","0","","","","0","","","0.184","0.661","","","28.8","26.2","201.696","","","15","106","230","94.2","69.58","91.9","639","0.8","7.1","26.2","","","","-2.948","5.307","","","","","","","","","","","","","","","","","","","","","","","","26.1","228.767","","","","","","0","0","","","KNA","95","239","",""
"107","LAO","2020-11-30","11","29","2020","334","2020-11-30","0","0","Laos","7169456","Asia","0.209","39","0","0","0","","East Asia & Pacific","-0.673","","","6.601","7.062","126685","161059","14.04","1319609797.485","30.596","","0.327","0","","","","32.604","-7","35.675","0.65","0.714","1","0.02","-2.786","-2.542","-1.28","0.303","-0.684","0.743","","","","0","-0.205","1","0","","","374","374","0.003","","0","","","","0","21.4","0.082","0.514","0.545","0.481","0.202","11.6","43.1","30.596","67.277","3.396","70.4","49.1","150","84.7","36.6","72.6","50","0.6","19.4","52","12","0","4.075","1.955","3.421","","","","","","","","","","","","","-24.6","","","","","","","","","","","24.867","239.967","","","","","","0","0","","","LAO","92","242","",""
"109","LBR","2020-11-30","11","29","2020","334","2020-11-30","0","0","Liberia","4937374","Africa","1.782","1595","83","4.431","82","0.012","Sub-Saharan Africa","-1.341","120.343","","1.161","4.819","69946","86834","","129129754.833","50.031","29.432","2.526","0","0.496","0.512","13.991","41.125","7","36.8","0.403","0.606","0","0","2.015","1.997","-1.597","0.775","0.462","0.776","","17.387","","0","","4","","234","","1308","234","0.004","","0","","","10675","1","18.5","0.469","0.908","0.488","0.899","2.055","","35.1","50.031","63.295","3.245","29.1","2.3","80","42.9","32.2","16.9","19","0.4","19.9","40.5","12","0","3.253","1.573","3.913","","","","","","","","","","","","","","","","","","","","","","","","24.867","317","","","","","","17.224","2.903","","","LBR","95","239","116","218"
"111","LCA","2020-11-30","11","29","2020","334","2020-11-30","5","0","St. Lucia","182795","America","47.047","257","2","1.099","2","0","Latin America & Caribbean","0.196","","","12.317","0.182","8630","9210","","40030761.705","298.179","","6.903","0","","","","18.529","","45.429","","","","","","","","","","","","","","0","0.176","4","0","","","476","476","0.002","","0","","","","0","30.5","","0.177","0.332","","","35.5","35.3","298.179","75.907","3.267","30.3","10.3","130","94.2","63.3","90.9","285","0.7","6.3","42.4","","0","9.808","-1.704","5.698","","","","","","","","","","","","","","","","","","","","","","","","26.733","300.767","","","","","","10.996","2.485","","","LCA","91","243","",""
"112","LIE","2020-11-30","11","29","2020","334","2020-11-30","0","0","Liechtenstein","38378","Europe","750.43","1273","15","2.773","8","0.875","Europe & Central Asia","1.739","","","","0.038","","","","-87212093508.406","236.938","","62.596","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","0","","","","0","","","0.573","0.334","","","95","43.5","236.938","82.259","","22.9","300","505","99.9","90.69","100","2867","0.9","31.1","34.6","","","","-3.273","5.468","","","","","","","","","","","","","","","","","","","","","","","","13.1","122.333","","","","","","395.674","5.983","","","LIE","78","256","329","5"
"113","LKA","2020-11-30","11","29","2020","334","2020-11-30","496","7","Sri Lanka","21323734","Asia","29.062","23484","116","4.762","87","0.313","South Asia","-0.235","52.919","","11.955","21.67","964240","1305398","15.587","1610543974.229","345.559","","0.187","0","7.401","1.305","26.187","24.197","6","48.5","0.416","0.642","2","0.13","0.131","0.747","1.309","0.815","0.479","0.321","","","","1","0.62","3","","","1711","45","45","0.022","","0","","","","0","31.4","0.468","0.415","0.485","0.428","2.59","100","33.9","345.559","76.648","3.25","43","88.1","360","91.9","70.6","94.2","212","0.8","16.9","26.4","11","1","10.474","3.076","5.845","","","","","","","","","","","","","-73.6","","","","","","","","","","","27.8","173.6","","","","","","5.353","1.849","","","LKA","74","260","146","188"
"114","LSO","2020-11-30","11","29","2020","334","2020-11-30","0","0","Lesotho","2125267","Africa","3.2","2109","44","3.807","44","0","Sub-Saharan Africa","-0.861","128.008","","2.857","2.108","37150","66163","","39585272.986","69.438","","0.308","0","","","6.323","32.716","8","52.2","0","0","0","0","-0.028","0.275","1.045","0.652","1.325","0.47","","5.26","","0","-0.875","4","","","","111","111","0.009","","0","","","","0","20.7","0.434","0.255","0.721","0.255","2.651","17.6","30.2","69.438","52.947","3.423","18","4.7","130","76.6","32","43.8","155","0.5","20.6","33.2","10","1","4.901","0.746","4.24","","","","","","","","","","","","","","","","","","","","","","","","11.433","31.9","","","","","","20.872","3.085","","","LSO","175","159","208","126"
"115","LTU","2020-11-30","11","29","2020","334","2020-11-30","1132","13","Lithuania","2794184","Europe","950.796","61325","506","6.229","386","0.318","Europe & Central Asia","1.072","149.3","","31.178","2.802","186301","365665","10.167","867654602.336","44.531","","4.726","0.026","","39.002","","14.882","10","34.65","0.282","0.481","2","0.124","1.525","3.124","1.933","0.896","1.227","0.117","7.675","","","0","-0.202","3","","","1523","214","214","0.005","3.529","0","","","","0","39.3","0.755","0.322","0.414","0.338","3.535","95","55","44.531","74.671","3.064","81.5","437.9","730","99.8","80.5","93.6","1298","0.9","34.4","33.9","1","1","19.702","1.03","3.796","","","","","","","","","","","","","-12.8","","","","","","","","","","","14.3","56.3","","","","","","180.615","5.202","","","LTU","75","259","96","238"
"116","LUX","2020-11-30","11","29","2020","334","2020-11-30","564","6","Luxembourg","613894","Europe","1210.144","33973","306","5.727","262","0.154","Europe & Central Asia","1.778","387.103","","96.793","0.608","38912","47310","14.557","-5615033227.493","250.094","","43.964","0","","29.762","","15.879","10","28.688","0","0","0","0","2.133","1.82","2.542","0.882","2.778","0.059","","","","0","","5","1","","","1312","1312","0.001","4.334","0","","","","0","39","0.765","0.53","0.091","","3.811","97.6","43.8","250.094","82.685","4.307","41.7","292.1","480","99.9","96","97.6","5176","0.9","37.9","27.3","0","1","14.182","-0.498","5.522","","","","","","","","","","","","","-40.4","","","","","","","","","","","15.567","49.233","","","","","","503.331","6.223","","","LUX","72","262","87","247"
